2
108
11 0 0 0 0 1 1 0 0 0 4 11 1 0 0 0
11 0 0 0 0 1 2 0 0 0 4 11 2 0 0 0
11 0 0 0 0 4 0 0 0 0 1 11 3 0 0 0
11 1 0 0 0 1 2 0 0 0 4 11 4 0 0 0
11 1 0 0 0 4 0 0 0 0 1 11 3 0 0 0
11 1 0 0 0 5 0 0 0 0 3 2 0 0 0 0
11 2 0 0 0 4 0 0 0 0 2 2 1 1 2 0
11 2 0 0 0 5 0 0 0 0 2 2 1 1 2 0
11 3 0 0 0 4 8 0 0 0 1 11 5 0 0 0
11 4 0 0 0 4 0 0 0 0 2 2 1 0 1 0
11 4 0 0 0 5 0 0 0 0 2 2 1 0 1 0
11 5 0 0 0 1 3 0 0 0 4 11 6 0 0 0
11 5 0 0 0 1 4 0 0 0 4 11 7 0 0 0
11 5 0 0 0 4 0 0 0 0 1 11 8 0 0 0
11 5 0 0 0 4 2 0 0 0 1 11 9 0 0 0
11 5 0 0 0 4 4 0 0 0 1 11 10 0 0 0
11 6 0 0 0 1 4 0 0 0 4 11 11 0 0 0
11 6 0 0 0 4 0 0 0 0 1 11 12 0 0 0
11 6 0 0 0 4 2 0 0 0 1 11 9 0 0 0
11 6 0 0 0 4 4 0 0 0 1 11 10 0 0 0
11 6 0 0 0 4 6 0 0 0 1 11 13 0 0 0
11 7 0 0 0 4 0 0 0 0 2 2 3 2 6 0
11 7 0 0 0 4 1 0 0 0 2 2 3 2 6 0
11 7 0 0 0 4 2 0 0 0 2 2 3 2 6 0
11 7 0 0 0 4 3 0 0 0 2 2 3 2 6 0
11 7 0 0 0 4 4 0 0 0 2 2 3 2 6 0
11 7 0 0 0 4 5 0 0 0 2 2 3 2 6 0
11 7 0 0 0 4 6 0 0 0 2 2 3 2 6 0
11 8 0 0 0 4 0 0 0 0 2 2 3 3 7 0
11 8 0 0 0 4 1 0 0 0 2 2 3 3 7 0
11 8 0 0 0 4 2 0 0 0 2 2 3 3 7 0
11 8 0 0 0 4 3 0 0 0 2 2 3 3 7 0
11 8 0 0 0 4 4 0 0 0 2 2 3 3 7 0
11 8 0 0 0 4 5 0 0 0 2 2 3 3 7 0
11 8 0 0 0 4 6 0 0 0 2 2 3 3 7 0
11 9 0 0 0 1 3 0 0 0 4 11 14 0 0 0
11 9 0 0 0 1 4 0 0 0 4 11 7 0 0 0
11 9 0 0 0 1 5 0 0 0 4 11 15 0 0 0
11 9 0 0 0 4 0 0 0 0 1 11 8 0 0 0
11 9 0 0 0 4 2 0 0 0 1 11 9 0 0 0
11 9 0 0 0 4 4 0 0 0 1 11 10 0 0 0
11 10 0 0 0 1 3 0 0 0 4 11 14 0 0 0
11 10 0 0 0 1 4 0 0 0 4 11 7 0 0 0
11 10 0 0 0 1 5 0 0 0 4 11 16 0 0 0
11 10 0 0 0 4 0 0 0 0 1 11 8 0 0 0
11 10 0 0 0 4 2 0 0 0 1 11 9 0 0 0
11 10 0 0 0 4 4 0 0 0 1 11 10 0 0 0
11 11 0 0 0 4 0 0 0 0 2 2 3 0 4 0
11 11 0 0 0 4 1 0 0 0 2 2 3 0 4 0
11 11 0 0 0 4 2 0 0 0 2 2 3 0 4 0
11 11 0 0 0 4 3 0 0 0 2 2 3 0 4 0
11 11 0 0 0 4 4 0 0 0 2 2 3 0 4 0
11 11 0 0 0 4 5 0 0 0 2 2 3 0 4 0
