2
3571
11 0 0 0 0 1 1 0 0 0 4 11 1 0 0 0
11 0 0 0 0 1 67 0 0 0 4 11 2 0 0 0
11 0 0 0 0 1 97 0 0 0 4 11 3 0 0 0
11 0 0 0 0 3 2 45 0 0 2 2 97 0 0 0
11 0 0 0 0 3 12 3 0 0 2 2 97 0 0 0
11 0 0 0 0 3 12 4 0 0 2 2 97 0 0 0
11 0 0 0 0 3 12 5 0 0 2 2 97 0 0 0
11 1 0 0 0 6 0 0 0 0 3 2 0 0 0 0
11 2 0 0 0 6 0 0 0 0 2 2 1 0 1 0
11 3 0 0 0 1 10 0 0 0 4 11 4 0 0 0
11 3 0 0 0 1 25 0 0 0 4 11 5 0 0 0
11 3 0 0 0 1 27 0 0 0 4 11 6 0 0 0
11 3 0 0 0 1 60 0 0 0 4 11 7 0 0 0
11 3 0 0 0 1 65 0 0 0 4 11 8 0 0 0
11 3 0 0 0 1 66 0 0 0 4 11 9 0 0 0
11 3 0 0 0 3 2 45 0 0 1 11 10 0 0 0
11 3 0 0 0 3 12 3 0 0 1 11 11 0 0 0
11 3 0 0 0 3 12 4 0 0 1 11 12 0 0 0
11 3 0 0 0 3 12 5 0 0 1 11 13 0 0 0
11 4 0 0 0 3 2 45 0 0 2 2 65 1 134 0
11 4 0 0 0 3 12 3 0 0 2 2 65 1 134 0
11 4 0 0 0 3 12 4 0 0 2 2 65 1 134 0
11 4 0 0 0 3 12 5 0 0 2 2 65 1 134 0
11 4 0 0 0 6 0 0 0 0 2 2 65 1 134 0
11 5 0 0 0 1 83 0 0 0 4 11 14 0 0 0
11 5 0 0 0 3 1 14 0 0 2 2 83 0 0 0
11 5 0 0 0 3 6 0 0 0 2 2 83 0 0 0
11 5 0 0 0 3 11 7 0 0 2 2 83 0 0 0
11 5 0 0 0 3 12 2 0 0 2 2 83 0 0 0
11 6 0 0 0 3 2 45 0 0 1 11 15 0 0 0
11 7 0 0 0 3 2 45 0 0 2 2 65 2 135 0
11 7 0 0 0 3 12 3 0 0 2 2 65 2 135 0
11 7 0 0 0 3 12 4 0 0 2 2 65 2 135 0
11 7 0 0 0 3 12 5 0 0 2 2 65 2 135 0
11 7 0 0 0 6 0 0 0 0 2 2 65 2 135 0
11 8 0 0 0 3 2 45 0 0 2 2 66 1 137 0
11 8 0 0 0 3 12 3 0 0 2 2 66 1 137 0
11 8 0 0 0 3 12 4 0 0 2 2 66 1 137 0
11 8 0 0 0 3 12 5 0 0 2 2 66 1 137 0
11 8 0 0 0 6 0 0 0 0 2 2 66 1 137 0
11 9 0 0 0 1 10 0 0 0 4 11 4 0 0 0
11 9 0 0 0 1 25 0 0 0 4 11 5 0 0 0
11 9 0 0 0 1 27 0 0 0 4 11 6 0 0 0
11 9 0 0 0 1 60 0 0 0 4 11 7 0 0 0
11 9 0 0 0 1 65 0 0 0 4 11 16 0 0 0
11 9 0 0 0 3 2 45 0 0 1 11 10 0 0 0
11 9 0 0 0 3 12 3 0 0 1 11 11 0 0 0
11 9 0 0 0 3 12 4 0 0 1 11 12 0 0 0
11 9 0 0 0 3 12 5 0 0 1 11 13 0 0 0
11 9 0 0 0 6 0 0 0 0 2 2 67 0 138 0
11 10 0 0 0 3 2 45 0 0 2 2 65 0 133 0
11 10 0 0 0 3 12 3 0 0 2 2 65 0 133 0
11 10 0 0 0 3 12 4 0 0 2 2 65 0 133 0
11 10 0 0 0 3 12 5 0 0 2 2 65 0 133 0
11 10 0 0 0 6 0 0 0 0 2 2 65 0 133 0
11 11 0 0 0 3 12 1 0 0 1 11 17 0 0 0
11 12 0 0 0 3 6 0 0 0 2 2 25 0 42 0
11 12 0 0 0 3 11 7 0 0 2 2 25 0 42 0
11 12 0 0 0 3 12 2 0 0 2 2 25 0 42 0
11 13 0 0 0 3 6 0 0 0 2 2 25 1 43 0
11 13 0 0 0 3 11 7 0 0 2 2 25 1 43 0
11 13 0 0 0 3 12 2 0 0 2 2 25 1 43 0
11 14 0 0 0 1 17 0 0 0 4 11 18 0 0 0
11 14 0 0 0 1 18 0 0 0 4 11 19 0 0 0
11 14 0 0 0 1 19 0 0 0 4 11 20 0 0 0
11 14 0 0 0 1 21 0 0 0 4 11 21 0 0 0
11 14 0 0 0 1 22 0 0 0 4 11 22 0 0 0
11 14 0 0 0 1 23 0 0 0 4 11 23 0 0 0
11 14 0 0 0 1 24 0 0 0 4 11 24 0 0 0
11 14 0 0 0 1 26 0 0 0 4 11 25 0 0 0
11 14 0 0 0 3 6 0 0 0 1 11 26 0 0 0
11 14 0 0 0 3 11 7 0 0 1 11 27 0 0 0
11 14 0 0 0 3 12 2 0 0 1 11 28 0 0 0
11 15 0 0 0 3 2 34 0 0 2 2 60 0 124 0
11 15 0 0 0 3 2 35 0 0 2 2 60 0 124 0
11 15 0 0 0 3 2 36 0 0 2 2 60 0 124 0
11 15 0 0 0 3 2 45 0 0 2 2 60 0 124 0
11 15 0 0 0 3 3 0 0 0 2 2 60 0 124 0
11 15 0 0 0 3 4 0 0 0 2 2 60 0 124 0
11 15 0 0 0 3 6 0 0 0 2 2 60 0 124 0
11 15 0 0 0 3 7 1 0 0 2 2 60 0 124 0
11 15 0 0 0 3 7 2 0 0 2 2 60 0 124 0
11 15 0 0 0 3 7 3 0 0 2 2 60 0 124 0
11 15 0 0 0 3 7 4 0 0 2 2 60 0 124 0
11 15 0 0 0 3 7 5 0 0 2 2 60 0 124 0
11 15 0 0 0 3 7 6 0 0 2 2 60 0 124 0
11 15 0 0 0 3 7 7 0 0 2 2 60 0 124 0
11 15 0 0 0 3 7 8 0 0 2 2 60 0 124 0
11 15 0 0 0 3 7 9 0 0 2 2 60 0 124 0
11 15 0 0 0 3 7 10 0 0 2 2 60 0 124 0
11 15 0 0 0 3 11 11 0 0 2 2 60 0 124 0
11 15 0 0 0 3 11 13 0 0 2 2 60 0 124 0
11 15 0 0 0 3 11 14 0 0 2 2 60 0 124 0
11 15 0 0 0 3 12 1 0 0 2 2 60 0 124 0
11 15 0 0 0 3 12 2 0 0 2 2 60 0 124 0
11 15 0 0 0 3 12 3 0 0 2 2 60 0 124 0
11 15 0 0 0 3 12 4 0 0 2 2 60 0 124 0
11 15 0 0 0 3 12 5 0 0 2 2 60 0 124 0
11 15 0 0 0 3 12 8 0 0 2 2 60 0 124 0
11 15 0 0 0 3 12 9 0 0 2 2 60 0 124 0
11 15 0 0 0 3 12 10 0 0 2 2 60 0 124 0
11 15 0 0 0 6 0 0 0 0 2 2 60 0 124 0
11 16 0 0 0 3 2 45 0 0 2 2 66 0 136 0
11 16 0 0 0 3 12 3 0 0 2 2 66 0 136 0
11 16 0 0 0 3 12 4 0 0 2 2 66 0 136 0
11 16 0 0 0 3 12 5 0 0 2 2 66 0 136 0
11 16 0 0 0 6 0 0 0 0 2 2 66 0 136 0
11 17 0 0 0 1 77 0 0 0 4 11 29 0 0 0
11 17 0 0 0 3 2 36 0 0 2 2 77 0 0 0
11 17 0 0 0 3 12 11 0 0 2 2 77 0 0 0
11 18 0 0 0 3 1 14 0 0 1 11 30 0 0 0
11 18 0 0 0 3 2 44 0 0 2 2 18 1 32 0
11 18 0 0 0 3 2 45 0 0 2 2 18 1 32 0
11 19 0 0 0 3 2 44 0 0 2 2 22 0 37 0
11 19 0 0 0 3 2 45 0 0 2 2 22 0 37 0
11 20 0 0 0 1 20 0 0 0 4 11 31 0 0 0
11 20 0 0 0 3 1 14 0 0 1 11 32 0 0 0
11 20 0 0 0 3 2 44 0 0 2 2 21 1 36 0
11 20 0 0 0 3 2 45 0 0 2 2 21 1 36 0
11 21 0 0 0 3 2 44 0 0 2 2 22 1 38 0
11 21 0 0 0 3 2 45 0 0 2 2 22 1 38 0
11 22 0 0 0 3 2 44 0 0 2 2 24 1 41 0
11 22 0 0 0 3 2 45 0 0 2 2 24 1 41 0
11 23 0 0 0 3 2 44 0 0 2 2 24 0 40 0
11 23 0 0 0 3 2 45 0 0 2 2 24 0 40 0
11 24 0 0 0 3 2 44 0 0 2 2 26 1 45 0
11 24 0 0 0 3 2 45 0 0 2 2 26 1 45 0
11 25 0 0 0 3 2 44 0 0 1 11 33 0 0 0
11 25 0 0 0 3 2 45 0 0 2 2 27 0 46 0
11 26 0 0 0 3 1 14 0 0 2 2 19 0 33 0
11 26 0 0 0 3 2 44 0 0 2 2 19 0 33 0
11 26 0 0 0 3 2 45 0 0 2 2 19 0 33 0
11 27 0 0 0 1 17 0 0 0 4 11 18 0 0 0
11 27 0 0 0 1 18 0 0 0 4 11 19 0 0 0
11 27 0 0 0 1 19 0 0 0 4 11 20 0 0 0
11 27 0 0 0 1 21 0 0 0 4 11 21 0 0 0
11 27 0 0 0 1 22 0 0 0 4 11 34 0 0 0
11 27 0 0 0 3 6 0 0 0 1 11 26 0 0 0
11 27 0 0 0 3 12 2 0 0 1 11 28 0 0 0
11 28 0 0 0 1 80 0 0 0 4 11 35 0 0 0
11 28 0 0 0 3 2 38 0 0 2 2 80 0 0 0
11 28 0 0 0 3 12 12 0 0 2 2 80 0 0 0
11 29 0 0 0 1 9 0 0 0 4 11 36 0 0 0
11 29 0 0 0 3 2 36 0 0 1 11 37 0 0 0
11 29 0 0 0 3 12 11 0 0 1 11 38 0 0 0
11 30 0 0 0 1 81 0 0 0 4 11 39 0 0 0
11 30 0 0 0 3 2 34 0 0 2 2 81 0 0 0
11 30 0 0 0 3 12 10 0 0 2 2 81 0 0 0
11 31 0 0 0 3 2 44 0 0 2 2 21 0 35 0
11 31 0 0 0 3 2 45 0 0 2 2 21 0 35 0
11 32 0 0 0 1 82 0 0 0 4 11 40 0 0 0
11 32 0 0 0 3 2 36 0 0 2 2 82 0 0 0
11 32 0 0 0 3 3 0 0 0 2 2 82 0 0 0
11 32 0 0 0 3 4 0 0 0 2 2 82 0 0 0
11 32 0 0 0 3 6 0 0 0 2 2 82 0 0 0
11 32 0 0 0 3 11 11 0 0 2 2 82 0 0 0
